epoch,detection_loss,bbox_loss,total_loss,lr
0,0.6886717528104782,93.49980001246675,94.18847199703785,0.0001
1,0.6840547373954285,48.640803458842825,49.32485811761085,0.0001
2,0.683750533994208,45.92767944741756,46.611429823205825,0.0001
3,0.6836218929037134,45.41271854968781,46.09634040264373,0.0001
4,0.6813758335849072,45.04405030798405,45.72542613617917,0.0001
5,0.6680100014869202,44.64460762510908,45.312617626596,0.0001
6,0.6341955376432297,43.76296478636721,44.39716028659902,0.0001
7,0.5607581523821709,41.379056382686535,41.939814658875164,0.0001
8,0.48664127868857787,37.80284886664533,38.28949012147619,0.0001
9,0.46216215161567037,35.888143853938324,36.350306013797194,0.0001
10,0.4501798410523445,35.31512777856056,35.76530761921659,0.0001
11,0.44452336454328073,34.8997078854987,35.344231179419985,0.0001
12,0.437167078890699,34.468774105640165,34.9059412530128,0.0001
13,0.43343870825272923,34.11171571244585,34.54515439906019,0.0001
14,0.43301119869376753,33.94798177353879,34.38099283867694,0.0001
15,0.427470798901421,33.463343747118685,33.89081450726123,0.0001
16,0.4262787037865913,33.22542942331192,33.651708197086414,0.0001
17,0.42210745954133094,33.031552994504885,33.45366040696489,0.0001
18,0.4247024122704851,32.810378145664295,33.23508050593924,0.0001
19,0.418738436508686,32.56135668653123,32.980095092286454,0.0001
20,0.4139951354962714,32.25398827613668,32.66798329860606,0.0001
21,0.4116503816652805,32.03371663296476,32.44536706234546,0.0001
22,0.4096154809156631,31.77835324470033,32.1879687715084,0.0001
23,0.4077578504827428,31.68105872133945,32.08881650579737,0.0001
24,0.40222292330036774,31.401283908397595,31.80350684105082,0.0001
25,0.3999378999814074,31.1922803939657,31.592218312811344,0.0001
26,0.40459263562522035,31.15307377754374,31.557666433618422,0.0001
27,0.39485261510027214,30.87728962999709,31.27214224795078,0.0001
28,0.3957776481959414,30.709945394637735,31.10572301580551,0.0001
29,0.39325277134776115,30.57882350556394,30.972076294269968,0.0001
30,0.38803003038814726,30.2820655437226,30.670095600980392,0.0001
31,0.38438643483405416,30.154342823840203,30.538729241553774,0.0001
32,0.3810752841069343,30.04506966408263,30.426144929642373,0.0001
33,0.383091298506615,29.835826280269217,30.218917567679224,0.0001
34,0.38268883938485004,29.696414653291093,30.079103495212312,0.0001
35,0.37435196641277757,29.441343556059167,29.815695503924754,0.0001
36,0.37444587915818744,29.21697250325629,29.591418408332988,0.0001
37,0.36793407124090705,29.100646434946263,29.46858061120865,0.0001
38,0.3728270101103377,29.01074136571681,29.383568352841316,0.0001
39,0.3721335704656357,29.00611086094633,29.378244506551866,0.0001
40,0.36132277429420895,28.572571516036987,28.93389432480995,0.0001
41,0.36989120338508424,28.63915391678506,29.009045063181127,0.0001
42,0.3576244145948836,28.201080535320525,28.558704995094462,0.0001
43,0.36165556862474757,28.23770844682734,28.59936400170022,0.0001
44,0.35372461505392766,27.823166284155338,28.17689095659459,0.0001
45,0.35092650187459395,27.74347567051015,28.094402140759406,0.0001
46,0.3528661884843035,27.624866947214652,27.977733104786974,0.0001
47,0.3489020463237737,27.36234090683308,27.71124286347247,0.0001
48,0.34739219119891207,27.289312190197883,27.63670438908516,0.0001
49,0.34429808820974317,27.07984910112746,27.42414724573176,0.0001
50,0.3460970503931984,27.06409238754435,27.410189364818816,0.0001
51,0.34535364239932376,26.9034360926202,27.248789863383518,0.0001
52,0.34423273667059046,26.712534290678956,27.056767042647017,0.0001
53,0.3479135868714211,26.94535940251452,27.293272921379575,0.0001
54,0.3408872687673949,26.428605323142193,26.769492570390092,0.0001
55,0.3415897109724106,26.390078194597933,26.731667802688925,0.0001
56,0.3421951227207133,26.34379879971768,26.68599397578138,0.0001
57,0.3363678805688594,26.061782867350477,26.39815075346764,0.0001
58,0.3401339463889599,26.012104846061543,26.352238837708818,0.0001
59,0.3410721634455184,26.13375081407263,26.474823008192345,0.0001
60,0.33492764763217026,25.77097806524723,26.10590570530993,0.0001
61,0.3345471577758485,25.672096287950556,26.0066433967428,0.0001
62,0.33152486502807194,25.624301550236154,25.95582635351952,0.0001
63,0.3342465602971138,25.47268560084891,25.806932139903942,0.0001
64,0.33242975345792924,25.511538074371664,25.843967808053847,0.0001
65,0.329435906353149,25.307565176740606,25.63700109339775,0.0001
66,0.3271274775504432,25.102702115444426,25.429829653273238,0.0001
67,0.3263450245907966,25.066292154028062,25.392637085407337,0.0001
68,0.3249773498862348,24.89328283451973,25.21826026033848,0.0001
69,0.3250814546295937,24.859640664242683,25.184722032952816,0.0001
70,0.3227426526235773,24.76018515546271,25.082927830675814,0.0001
71,0.3247210264126671,24.729527559686215,25.054248637341438,0.0001
72,0.32187622611192945,24.538312267749866,24.860188580573872,0.0001
73,0.3207376304855372,24.548901497049535,24.869639188685316,0.0001
74,0.31717568901466564,24.316902439644995,24.63407810190891,0.0001
75,0.3202442392072779,24.320602635119823,24.64084686624243,0.0001
76,0.3151304385367226,24.254757449982016,24.56988786636515,0.0001
77,0.31713692142449795,24.154697803740806,24.471834735667453,0.0001
78,0.3166621948017719,24.06408241454591,24.380744482608552,0.0001
79,0.3131029765181085,23.99663845021674,24.309741395585082,0.0001
80,0.31615543016727937,24.05543145727604,24.371586819912526,0.0001
81,0.31020744204362655,23.696596130411674,24.006803593737015,0.0001
82,0.3153524038560213,23.795314002544323,24.110666503297523,0.0001
83,0.30853893267030413,23.57033185755953,23.878870832159166,0.0001
84,0.30887926647320707,23.551725336845884,23.860604620994405,0.0001
85,0.3079138567790072,23.571303484287668,23.879217294936485,0.0001
86,0.3050897639799625,23.38988002310408,23.694969826556267,0.0001
87,0.30605068933615026,23.46235004384467,23.76840069446158,0.0001
88,0.3037064599784765,23.151226667647666,23.454933100558343,0.0001
89,0.30242129819507296,23.11157482735654,23.413996173980387,0.0001
90,0.3057237656668146,23.44345602583378,23.74917973356044,0.0001
91,0.3001952548214096,23.02131319553294,23.321508514120225,0.0001
92,0.30196875123743044,23.067275914740055,23.369244712464354,0.0001
93,0.3011062121058398,22.889301015975626,23.190407276153564,0.0001
94,0.30053330121680777,22.834964879015658,23.13549821427528,0.0001
95,0.2978412235512378,22.82109061200568,23.11893181597933,0.0001
96,0.29747017132157977,22.696618272903116,22.994088396112968,0.0001
97,0.2963450219719968,22.509058135621093,22.805403257938142,0.0001
98,0.2930300191361853,22.41194344074168,22.704973504898398,0.0001
99,0.29394136654569747,22.495365076876702,22.789306356551798,0.0001
100,0.2964350517363624,22.468768053866448,22.765203080278763,0.0001
101,0.28635730756882655,21.963074638488443,22.249431929689774,1e-05
102,0.2863109984058649,21.959781550346538,22.246092522397955,1e-05
103,0.28517476449462964,21.94254369938627,22.227718434435257,1e-05
104,0.28472381691507836,21.904854967239054,22.189578751300242,1e-05
105,0.28410716537148395,21.90865160049276,22.192758763090094,1e-05
106,0.2836678123616792,21.88753828089288,22.17120605833987,1e-05
107,0.284644475484148,21.92702679431185,22.21167121542261,1e-05
108,0.2836854170730456,21.890732039796546,22.17441742470924,1e-05
109,0.28366159592220125,21.85591949300563,22.139581061424092,1e-05
110,0.28364310453229763,21.856560920147185,22.14020405424402,1e-05
111,0.2836913469624012,21.87014095833961,22.15383223269848,1e-05
112,0.28300281451579107,21.840753362533896,22.123756175345562,1e-05
113,0.2831502569482682,21.82549717578482,22.10864742258762,1e-05
114,0.2828215306347355,21.830994854582116,22.11381641854631,1e-05
115,0.28202947054771665,21.84296810373347,22.124997646250623,1e-05
116,0.2821482450879635,21.828380985462918,22.11052921985058,1e-05
117,0.28184232206896265,21.80193181240812,22.08377416083153,1e-05
118,0.2820386697161705,21.793286146001613,22.075324804224866,1e-05
119,0.2822844063902789,21.838855312225668,22.121139739422087,1e-05
120,0.2818944208086171,21.79426643696237,22.07616088491805,1e-05
121,0.28209393289177975,21.823839918096017,22.105933787974905,1e-05
122,0.282260421148323,21.776028014243916,22.058288416963943,1e-05
123,0.28116954018936513,21.753382941509816,22.034552498066677,1e-05
124,0.2822244071421471,21.800675057350322,22.082899382773867,1e-05
125,0.2824638401098708,21.763189757123907,22.04565359683747,1e-05
126,0.28187630634675637,21.72135018287821,22.003226549067396,1e-05
127,0.281124828145542,21.74391183954604,22.025036679937486,1e-05
128,0.28152636181008306,21.734298675618273,22.015825023042396,1e-05
129,0.2811913174834657,21.719794775577302,22.000986013006656,1e-05
130,0.28023586794734,21.72538776093341,22.005623629752627,1e-05
131,0.2801019373805599,21.676040755941514,21.956142704537573,1e-05
132,0.2804869144679384,21.708448557143516,21.988935495944734,1e-05
133,0.28068873488364066,21.70255289686487,21.983241613875045,1e-05
134,0.28256482159362195,21.783639547672678,22.066204410918214,1e-05
135,0.28035136597587706,21.674255401530164,21.95460680190553,1e-05
136,0.2798644511148016,21.667819718097117,21.947684252515753,1e-05
137,0.28058632637592074,21.70631520798866,21.986901465882646,1e-05
138,0.28040410435580193,21.650836209033397,21.93124031006022,1e-05
139,0.27934758038200597,21.618068200476625,21.897415754642893,1e-05
140,0.2793133175198702,21.607791593734255,21.88710492215258,1e-05
141,0.2798667955113218,21.6782236505062,21.958090396637612,1e-05
142,0.2802364835713772,21.649042185316695,21.9292786628642,1e-05
143,0.2799056119662016,21.643399715423584,21.923305394801687,1e-05
144,0.2786676870619363,21.602868653358296,21.881536341728047,1e-05
145,0.27917200204064235,21.60107014534321,21.880242099153236,1e-05
146,0.279409707979636,21.6177984907272,21.897208198587943,1e-05
147,0.27919060895417597,21.638749731347914,21.917940332534464,1e-05
148,0.2788953913890935,21.604808878391346,21.883704236213198,1e-05
149,0.27921989044927537,21.593150296109787,21.872370197417887,1e-05
150,0.2790923997204989,21.547775441027703,21.826867844196077,1e-05
151,0.2796255498331912,21.567558684247604,21.847184231940737,1e-05
152,0.2774416899031147,21.533122975775537,21.810564705666074,1e-05
153,0.2778180178175581,21.538948870719747,21.816766855564524,1e-05
154,0.2787154721928404,21.54336390596755,21.822079384580572,1e-05
155,0.27777858359858076,21.528703415647467,21.806481970117446,1e-05
156,0.27791209982589204,21.522953160265658,21.800865290012766,1e-05
157,0.2768834455216185,21.527501359898995,21.804384774350105,1e-05
158,0.27744312279243416,21.48290265367386,21.760345839439555,1e-05
159,0.27877013040508364,21.53076316955242,21.809533200365433,1e-05
160,0.2770972233463792,21.51122720190819,21.788324422024665,1e-05
161,0.27804270771114115,21.548221187388645,21.82626382340776,1e-05
162,0.27770938716353255,21.50191019951029,21.779619622737805,1e-05
163,0.2782060268553013,21.54250797819584,21.820713996887207,1e-05
164,0.27744306457486556,21.49607385980322,21.77351692889599,1e-05
165,0.27641419820646024,21.429533430870542,21.705947612194304,1e-05
166,0.2787195646620177,21.533568209790168,21.81228772376446,1e-05
167,0.276537561947678,21.491352608863345,21.767890154047215,1e-05
168,0.2767801192054089,21.437477690108278,21.714257783078132,1e-05
169,0.2761207195791475,21.426570882188514,21.702691595605078,1e-05
170,0.27650230041051166,21.4436643732355,21.720166642615137,1e-05
171,0.2772478278964124,21.445482106918984,21.72272993655915,1e-05
172,0.2753425085956746,21.392826628177723,21.668169117988423,1e-05
173,0.27636186584354716,21.416204016259375,21.692565945868797,1e-05
174,0.2758314626965117,21.39213491500692,21.667966431759773,1e-05
175,0.27581347410190615,21.371030751695024,21.646844219654163,1e-05
176,0.2767406390543948,21.384888938132754,21.661629534782247,1e-05
177,0.27594933460684534,21.37687274750243,21.652822088687977,1e-05
178,0.27549079995840153,21.384249950977082,21.65974071685304,1e-05
179,0.2765622056545095,21.410078794398206,21.68664099815044,1e-05
180,0.2757496347928301,21.382752428663537,21.658502041025365,1e-05
181,0.2752113799227679,21.338463278526955,21.61367464826462,1e-05
182,0.2755248027437545,21.374673087546167,21.65019784582422,1e-05
183,0.2748859080069877,21.325913500278553,21.600799438801218,1e-05
184,0.274317990037355,21.302903281881456,21.577221226184925,1e-05
185,0.27414543526445295,21.30796464960626,21.582110054949496,1e-05
186,0.27465662169963756,21.317006415509162,21.59166304101335,1e-05
187,0.27410483427662796,21.295688786405197,21.569793574353483,1e-05
188,0.27474709786474705,21.316991415429623,21.59173852332095,1e-05
189,0.2741522990721971,21.28498976281349,21.55914203156816,1e-05
190,0.27425294092043917,21.292015872103104,21.56626884988014,1e-05
191,0.27442028912458016,21.2754998308547,21.549920168328793,1e-05
192,0.27495198118242814,21.29308899412764,21.568040969523977,1e-05
193,0.2749996226122405,21.261185874330238,21.536185548660605,1e-05
194,0.2739076301296975,21.285468304410895,21.55937593541247,1e-05
195,0.27361266172312676,21.30023759476682,21.57385026140416,1e-05
196,0.2728006242516827,21.22036791355052,21.49316855187112,1e-05
197,0.27386115499316377,21.26168572141769,21.535546830359927,1e-05
198,0.2726387792524505,21.252559519828633,21.525198312515908,1e-05
199,0.2737979630127232,21.2835722324696,21.557370135124692,1e-05
200,0.27338809159366373,21.207559676880532,21.48094775321636,1e-05
201,0.2739165822004384,21.235883246076867,21.509799810166054,1e-05
202,0.27352076636112116,21.21630492616207,21.48982574077363,1e-05
203,0.27357626551801856,21.20747538323098,21.481051673280433,1e-05
204,0.27316699101728326,21.162051038539158,21.43521806027027,1e-05
205,0.27292266103657004,21.181032008313117,21.45395469158254,1e-05
206,0.27249942319665815,21.153567096020314,21.426066505148057,1e-05
207,0.27281272312269567,21.16054319320841,21.43335583869447,1e-05
208,0.27258146768237684,21.182675107996513,21.45525655340641,1e-05
209,0.27236638856219486,21.197223100256412,21.469589583417203,1e-05
210,0.272539112122452,21.188912706172214,21.461451779020592,1e-05
211,0.2724662876113298,21.13599781787142,21.40846410710761,1e-05
212,0.2718752274646404,21.172402305805935,21.444277519875385,1e-05
213,0.2724822136236632,21.155807155243895,21.428289408379413,1e-05
214,0.2714309709424034,21.109753999304264,21.38118497361528,1e-05
215,0.2730830009788909,21.163918063995688,21.43700105078677,1e-05
216,0.27325263306340003,21.18863658194846,21.461889256822303,1e-05
217,0.2718674184239291,21.158701059666086,21.43056845664978,1e-05
218,0.2725831574978346,21.15012289108114,21.42270601810293,1e-05
219,0.2718804526994837,21.12984981942684,21.401730222904934,1e-05
220,0.27075781106473285,21.06228694002679,21.33304478259797,1e-05
221,0.2714636587795425,21.11869880493651,21.390162483174752,1e-05
222,0.2718379397658592,21.083415188687912,21.355253148586193,1e-05
223,0.2710168365230586,21.087039668509302,21.358056601057662,1e-05
224,0.27156837456958727,21.102031017871614,21.373599427811644,1e-05
225,0.2707032761437462,21.024477436187418,21.295180670758512,1e-05
226,0.27029999603140864,21.07218073784037,21.342480669630334,1e-05
227,0.2703957219627943,21.010217798517104,21.280613523848512,1e-05
228,0.27077237092592615,21.013189199122976,21.28396150152734,1e-05
229,0.27095228247344494,21.06743605086144,21.338388407484015,1e-05
230,0.2711396587893684,21.06797397390325,21.339113681874377,1e-05
231,0.2695568509082845,21.011158019938367,21.28071478072633,1e-05
232,0.2696380173747844,20.989158057151958,21.258796073020772,1e-05
233,0.27047378819515094,21.03021504016633,21.30068885011876,1e-05
234,0.2699299924313388,21.026632400269204,21.296562402806384,1e-05
235,0.2704978514700494,20.970861338554545,21.24135925921988,1e-05
236,0.26928667811320184,21.011142948840526,21.280429774142327,1e-05
237,0.270851398877641,21.00954093831651,21.28039235257088,1e-05
238,0.26965409687700426,20.999567620297697,21.269221757320647,1e-05
239,0.2697743389834749,20.96795901339105,21.237733353959754,1e-05
240,0.27017044957647934,20.966869592666626,21.237040068240876,1e-05
241,0.26907784979235616,20.93187930736136,21.200957161314943,1e-05
242,0.26954405865770703,20.92933271539972,21.198876756302855,1e-05
243,0.27021347010072244,20.96873707466937,21.238950541678896,1e-05
244,0.26873708643177724,20.90850029093154,21.17723738386276,1e-05
245,0.26993161725237014,20.951472155591276,21.221403791549356,1e-05
246,0.26848365699357174,20.91574758164426,21.184231225480424,1e-05
247,0.2687125986323078,20.89386471788934,21.162577400816247,1e-05
248,0.26907709958229925,20.90490500977699,21.173982138329364,1e-05
249,0.2694633990288415,20.967061387731675,21.236524789891345,1e-05
250,0.2681274108905741,20.898830292072702,21.166957708115273,1e-05
251,0.2683393478869124,20.884757214404168,21.153096538908937,1e-05
252,0.26852861046791077,20.89774407731726,21.166272685882895,1e-05
253,0.26831779835071967,20.86424246747443,21.132560207488687,1e-05
